MESSAGE_ID,DEALER_ID,CUSTOMER_ID,CALL_ID,DIRECTION,BODY,STATUS,SENT_AT,CREATED_AT
TXT000325,DLR001,CUS01843,,outbound,Reminder: Your service appointment at Sunshine Toyota is tomorrow at 10:30 AM. See you then!,delivered,2024-01-09 08:00:00,2024-01-09 08:00:00
TXT000326,DLR003,CUS01853,,outbound,Lakeland Ford: Your 2022 Toyota has an open recall. The repair is FREE. Call us to schedule: (790) 780-7062.,delivered,2024-01-04 18:00:00,2024-01-04 18:00:00
TXT000327,DLR002,CUS01765,CALL008712,outbound,Bay Area Honda: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (565) 554-2051.,delivered,2024-01-24 18:00:00,2024-01-24 18:00:00
TXT000328,DLR002,CUS01792,CALL010172,outbound,Bay Area Honda: Your 2020 BMW has an open recall. The repair is FREE. Call us to schedule: (754) 673-6157.,sent,2024-01-17 20:00:00,2024-01-17 20:00:00
TXT000329,DLR004,CUS00149,CALL002008,outbound,Hi Steven! Your 2019 Chevrolet is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,delivered,2024-01-10 16:00:00,2024-01-10 16:00:00
TXT000330,DLR003,CUS01996,CALL011225,outbound,Hi Amanda! Your 2021 BMW is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-10 08:00:00,2024-01-10 08:00:00
TXT000331,DLR005,CUS01793,,inbound,"Hi Daniel, your 2022 Ford is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-09 15:00:00,2024-01-09 15:00:00
TXT000332,DLR004,CUS01895,CALL001268,outbound,Hi Robert! Your 2022 BMW is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,delivered,2024-01-26 11:00:00,2024-01-26 11:00:00
TXT000333,DLR002,CUS00256,,outbound,Hi Amanda! Your 2019 Chevrolet is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-25 18:00:00,2024-01-25 18:00:00
TXT000334,DLR004,CUS01779,CALL003240,outbound,"Hi William, your 2020 Chevrolet is due for an oil change. Book online or call Gulf Coast Chevrolet. Reply STOP to opt out.",delivered,2024-01-14 09:00:00,2024-01-14 09:00:00
TXT000335,DLR002,CUS01258,,outbound,"Hi Danielle, this is Bay Area Honda. Your 2020 Chevrolet appointment is confirmed for January 23. Reply STOP to opt out.",delivered,2024-01-22 16:00:00,2024-01-22 16:00:00
TXT000336,DLR001,CUS01091,CALL009588,outbound,"Hi Carlos, this is Sunshine Toyota. Your 2021 Chevrolet appointment is confirmed for January 13. Reply STOP to opt out.",sent,2024-01-12 16:00:00,2024-01-12 16:00:00
TXT000337,DLR001,CUS00905,CALL002249,outbound,Sunshine Toyota: Parts for your 2020 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-29 19:00:00,2024-01-29 19:00:00
TXT000338,DLR002,CUS01485,CALL001185,outbound,Reminder: Your service appointment at Bay Area Honda is tomorrow at 11:00 AM. See you then!,delivered,2024-01-15 16:00:00,2024-01-15 16:00:00
TXT000339,DLR002,CUS01288,,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-16 19:00:00,2024-01-16 19:00:00
TXT000340,DLR004,CUS01930,CALL013930,outbound,"Hi Melissa, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",sent,2024-01-22 11:00:00,2024-01-22 11:00:00
TXT000341,DLR004,CUS01543,CALL013631,outbound,"Hi Luis, your 2020 BMW is due for an oil change. Book online or call Gulf Coast Chevrolet. Reply STOP to opt out.",sent,2024-01-20 08:00:00,2024-01-20 08:00:00
TXT000342,DLR004,CUS00522,CALL009565,outbound,Hi Stephanie! Your 2019 Honda is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,delivered,2024-01-07 17:00:00,2024-01-07 17:00:00
TXT000343,DLR003,CUS01205,CALL011618,outbound,Hi Robert! Your 2021 Toyota is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-25 20:00:00,2024-01-25 20:00:00
TXT000344,DLR005,CUS00044,,inbound,Reminder: Your service appointment at Coastal BMW is tomorrow at 3:30 PM. See you then!,sent,2024-01-24 20:00:00,2024-01-24 20:00:00
TXT000345,DLR002,CUS01056,,inbound,"Hi Jennifer, your 2020 Toyota is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-07 09:00:00,2024-01-07 09:00:00
TXT000346,DLR003,CUS00880,,outbound,"Hi Melissa, this is Lakeland Ford. Your 2022 Honda appointment is confirmed for January 11. Reply STOP to opt out.",delivered,2024-01-08 19:00:00,2024-01-08 19:00:00
TXT000347,DLR001,CUS01209,,outbound,Sunshine Toyota: Your 2021 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (523) 314-6809.,delivered,2024-01-21 10:00:00,2024-01-21 10:00:00
TXT000348,DLR002,CUS00041,CALL002362,inbound,"Hi Carlos, your 2020 Chevrolet is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-22 18:00:00,2024-01-22 18:00:00
TXT000349,DLR002,CUS00945,,outbound,"Hi Kevin, your 2022 Ford is due for an oil change. Book online or call Bay Area Honda. Reply STOP to opt out.",delivered,2024-01-17 16:00:00,2024-01-17 16:00:00
TXT000350,DLR001,CUS01842,,outbound,"Hi Stephanie, this is a courtesy reminder about your lease maturity. Contact Sunshine Toyota to discuss your options.",delivered,2024-01-26 19:00:00,2024-01-26 19:00:00
TXT000351,DLR002,CUS01374,CALL013690,outbound,Bay Area Honda: Parts for your 2021 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-17 09:00:00,2024-01-17 09:00:00
TXT000352,DLR003,CUS00338,,inbound,Reminder: Your service appointment at Lakeland Ford is tomorrow at 9:30 AM. See you then!,delivered,2024-01-01 11:00:00,2024-01-01 11:00:00
TXT000353,DLR001,CUS00062,CALL009628,outbound,Hi Maria! Your 2019 Ford is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-24 16:00:00,2024-01-24 16:00:00
TXT000354,DLR003,CUS00360,,inbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-05 15:00:00,2024-01-05 15:00:00
TXT000355,DLR001,CUS00001,,outbound,"Hi James, this is Sunshine Toyota. Your 2020 Chevrolet appointment is confirmed for February 04. Reply STOP to opt out.",delivered,2024-01-30 16:00:00,2024-01-30 16:00:00
TXT000356,DLR001,CUS00198,CALL003383,outbound,"Hi Rachel, your 2022 Chevrolet is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",delivered,2024-01-12 12:00:00,2024-01-12 12:00:00
TXT000357,DLR005,CUS01948,CALL012036,outbound,"Hi Danielle, your 2022 Toyota is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-01 12:00:00,2024-01-01 12:00:00
TXT000358,DLR001,CUS00267,CALL006156,outbound,Sunshine Toyota: Your 2021 Ford has an open recall. The repair is FREE. Call us to schedule: (460) 639-9528.,sent,2024-01-14 11:00:00,2024-01-14 11:00:00
TXT000359,DLR003,CUS00926,,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-14 15:00:00,2024-01-14 15:00:00
TXT000360,DLR003,CUS00728,,outbound,Lakeland Ford: Your 2020 Ford has an open recall. The repair is FREE. Call us to schedule: (498) 709-8753.,failed,2024-01-19 13:00:00,2024-01-19 13:00:00
TXT000361,DLR003,CUS00267,,outbound,"Hi Mark, your 2022 Honda is due for an oil change. Book online or call Lakeland Ford. Reply STOP to opt out.",delivered,2024-01-15 12:00:00,2024-01-15 12:00:00
TXT000362,DLR001,CUS00098,,outbound,"Hi Jessica, this is a courtesy reminder about your lease maturity. Contact Sunshine Toyota to discuss your options.",delivered,2024-01-26 13:00:00,2024-01-26 13:00:00
TXT000363,DLR002,CUS01984,CALL004427,outbound,Reminder: Your service appointment at Bay Area Honda is tomorrow at 4:30 PM. See you then!,delivered,2024-01-28 20:00:00,2024-01-28 20:00:00
TXT000364,DLR001,CUS00072,CALL012688,outbound,Sunshine Toyota: Parts for your 2020 BMW have arrived. Call us to schedule your repair appointment.,delivered,2024-01-30 15:00:00,2024-01-30 15:00:00
TXT000365,DLR005,CUS01824,CALL005377,outbound,Coastal BMW: Your 2021 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (549) 444-9400.,delivered,2024-01-01 16:00:00,2024-01-01 16:00:00
TXT000366,DLR005,CUS00908,,outbound,Thank you for visiting Coastal BMW! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-09 15:00:00,2024-01-09 15:00:00
TXT000367,DLR004,CUS01244,,outbound,"Hi Nicole, your 2020 Chevrolet is due for an oil change. Book online or call Gulf Coast Chevrolet. Reply STOP to opt out.",delivered,2024-01-05 19:00:00,2024-01-05 19:00:00
TXT000368,DLR005,CUS01889,,outbound,Hi Steven! Your 2021 Toyota is ready for pickup at Coastal BMW. Please call us at your convenience.,delivered,2024-01-23 13:00:00,2024-01-23 13:00:00
TXT000369,DLR003,CUS01793,CALL000259,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-10 10:00:00,2024-01-10 10:00:00
TXT000370,DLR001,CUS01561,,outbound,Hi James! Your 2019 BMW is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-26 10:00:00,2024-01-26 10:00:00
TXT000371,DLR004,CUS00940,CALL009214,outbound,"Hi Melissa, this is Gulf Coast Chevrolet. Your 2021 Toyota appointment is confirmed for January 30. Reply STOP to opt out.",delivered,2024-01-24 18:00:00,2024-01-24 18:00:00
TXT000372,DLR004,CUS01953,,inbound,"Hi David, this is Gulf Coast Chevrolet. Your 2020 Toyota appointment is confirmed for January 25. Reply STOP to opt out.",delivered,2024-01-24 09:00:00,2024-01-24 09:00:00
TXT000373,DLR001,CUS00690,CALL007606,inbound,"Hi Crystal, this is a courtesy reminder about your lease maturity. Contact Sunshine Toyota to discuss your options.",delivered,2024-01-18 20:00:00,2024-01-18 20:00:00
TXT000374,DLR002,CUS00620,,outbound,"Hi Heather, this is Bay Area Honda. Your 2021 Chevrolet appointment is confirmed for January 25. Reply STOP to opt out.",received,2024-01-24 11:00:00,2024-01-24 11:00:00
TXT000375,DLR004,CUS00914,,outbound,Gulf Coast Chevrolet: Your 2021 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (971) 878-8563.,failed,2024-01-06 18:00:00,2024-01-06 18:00:00
TXT000376,DLR001,CUS01628,,outbound,Thank you for visiting Sunshine Toyota! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-06 20:00:00,2024-01-06 20:00:00
TXT000377,DLR002,CUS00789,CALL002344,outbound,Bay Area Honda: Parts for your 2019 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-18 15:00:00,2024-01-18 15:00:00
TXT000378,DLR001,CUS00700,CALL002834,outbound,Sunshine Toyota: Your 2021 BMW has an open recall. The repair is FREE. Call us to schedule: (856) 357-7134.,delivered,2024-01-08 12:00:00,2024-01-08 12:00:00
TXT000379,DLR001,CUS01422,,outbound,Sunshine Toyota: Parts for your 2020 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-27 08:00:00,2024-01-27 08:00:00
TXT000380,DLR001,CUS01475,CALL011256,inbound,"Hi Robert, your 2022 Ford is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",sent,2024-01-09 13:00:00,2024-01-09 13:00:00
TXT000381,DLR001,CUS00012,CALL007553,outbound,Sunshine Toyota: Parts for your 2019 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-22 08:00:00,2024-01-22 08:00:00
TXT000382,DLR004,CUS01707,,outbound,Gulf Coast Chevrolet: Parts for your 2021 BMW have arrived. Call us to schedule your repair appointment.,delivered,2024-01-25 12:00:00,2024-01-25 12:00:00
TXT000383,DLR001,CUS00527,,outbound,"Hi Brian, your 2021 Honda is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",delivered,2024-01-03 13:00:00,2024-01-03 13:00:00
TXT000384,DLR002,CUS00455,CALL004173,outbound,"Hi Robert, this is a courtesy reminder about your lease maturity. Contact Bay Area Honda to discuss your options.",failed,2024-01-12 13:00:00,2024-01-12 13:00:00
TXT000385,DLR002,CUS01151,CALL008369,inbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-29 18:00:00,2024-01-29 18:00:00
TXT000386,DLR005,CUS00362,,outbound,"Hi Maria, this is Coastal BMW. Your 2020 Toyota appointment is confirmed for January 13. Reply STOP to opt out.",delivered,2024-01-06 10:00:00,2024-01-06 10:00:00
TXT000387,DLR003,CUS00235,,outbound,Lakeland Ford: Your 2022 Ford has an open recall. The repair is FREE. Call us to schedule: (494) 473-7514.,delivered,2024-01-11 19:00:00,2024-01-11 19:00:00
TXT000388,DLR005,CUS01612,,outbound,Coastal BMW: Parts for your 2021 BMW have arrived. Call us to schedule your repair appointment.,delivered,2024-01-11 14:00:00,2024-01-11 14:00:00
TXT000389,DLR002,CUS00118,CALL010050,inbound,Bay Area Honda: Parts for your 2021 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-10 15:00:00,2024-01-10 15:00:00
TXT000390,DLR002,CUS00974,CALL003747,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,sent,2024-01-25 20:00:00,2024-01-25 20:00:00
TXT000391,DLR003,CUS01446,CALL013053,inbound,"Hi Jennifer, this is Lakeland Ford. Your 2020 Honda appointment is confirmed for January 22. Reply STOP to opt out.",delivered,2024-01-15 15:00:00,2024-01-15 15:00:00
TXT000392,DLR003,CUS01237,CALL000851,outbound,"Hi Michael, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",delivered,2024-01-06 18:00:00,2024-01-06 18:00:00
TXT000393,DLR002,CUS01508,CALL002143,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-13 14:00:00,2024-01-13 14:00:00
TXT000394,DLR005,CUS01697,CALL005665,outbound,"Hi Brian, this is Coastal BMW. Your 2021 Ford appointment is confirmed for January 04. Reply STOP to opt out.",delivered,2024-01-01 17:00:00,2024-01-01 17:00:00
TXT000395,DLR004,CUS00083,CALL014073,outbound,Gulf Coast Chevrolet: Your 2021 Toyota has an open recall. The repair is FREE. Call us to schedule: (989) 292-5825.,delivered,2024-01-05 16:00:00,2024-01-05 16:00:00
TXT000396,DLR001,CUS01299,CALL000192,outbound,Hi William! Your 2021 Toyota is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-08 11:00:00,2024-01-08 11:00:00
TXT000397,DLR002,CUS00688,,outbound,Thank you for visiting Bay Area Honda! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-01 19:00:00,2024-01-01 19:00:00
TXT000398,DLR002,CUS01200,CALL014316,inbound,Hi Crystal! Your 2020 Chevrolet is ready for pickup at Bay Area Honda. Please call us at your convenience.,failed,2024-01-24 11:00:00,2024-01-24 11:00:00
TXT000399,DLR004,CUS00373,CALL013710,outbound,Gulf Coast Chevrolet: Parts for your 2019 Chevrolet have arrived. Call us to schedule your repair appointment.,failed,2024-01-29 10:00:00,2024-01-29 10:00:00
TXT000400,DLR003,CUS00074,,outbound,"Hi Nicole, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",delivered,2024-01-08 16:00:00,2024-01-08 16:00:00
TXT000401,DLR001,CUS01930,,outbound,Reminder: Your service appointment at Sunshine Toyota is tomorrow at 3:00 PM. See you then!,delivered,2024-01-08 14:00:00,2024-01-08 14:00:00
TXT000402,DLR001,CUS01417,CALL012086,outbound,Thank you for visiting Sunshine Toyota! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-21 18:00:00,2024-01-21 18:00:00
TXT000403,DLR004,CUS00680,CALL007647,outbound,Reminder: Your service appointment at Gulf Coast Chevrolet is tomorrow at 4:00 PM. See you then!,delivered,2024-01-11 12:00:00,2024-01-11 12:00:00
TXT000404,DLR003,CUS01411,CALL004940,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-16 10:00:00,2024-01-16 10:00:00
TXT000405,DLR003,CUS00710,,outbound,Hi Heather! Your 2020 Ford is ready for pickup at Lakeland Ford. Please call us at your convenience.,sent,2024-01-08 11:00:00,2024-01-08 11:00:00
TXT000406,DLR003,CUS01818,,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-05 12:00:00,2024-01-05 12:00:00
TXT000407,DLR003,CUS00628,,outbound,"Hi Danielle, this is Lakeland Ford. Your 2021 BMW appointment is confirmed for January 22. Reply STOP to opt out.",delivered,2024-01-19 12:00:00,2024-01-19 12:00:00
TXT000408,DLR002,CUS00447,,outbound,Bay Area Honda: Parts for your 2021 Chevrolet have arrived. Call us to schedule your repair appointment.,delivered,2024-01-16 08:00:00,2024-01-16 08:00:00
TXT000409,DLR002,CUS00475,CALL002579,outbound,Hi Anthony! Your 2019 Honda is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-24 12:00:00,2024-01-24 12:00:00
TXT000410,DLR003,CUS01130,CALL005349,outbound,"Hi Heather, your 2022 Honda is due for an oil change. Book online or call Lakeland Ford. Reply STOP to opt out.",delivered,2024-01-01 09:00:00,2024-01-01 09:00:00
TXT000411,DLR005,CUS01465,,outbound,Coastal BMW: Parts for your 2019 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-22 13:00:00,2024-01-22 13:00:00
TXT000412,DLR005,CUS01109,CALL009027,outbound,"Hi Steven, this is a courtesy reminder about your lease maturity. Contact Coastal BMW to discuss your options.",sent,2024-01-07 15:00:00,2024-01-07 15:00:00
TXT000413,DLR002,CUS00819,CALL012421,outbound,Bay Area Honda: Your 2022 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (481) 642-8348.,delivered,2024-01-23 17:00:00,2024-01-23 17:00:00
TXT000414,DLR003,CUS01198,,inbound,Lakeland Ford: Your 2021 BMW has an open recall. The repair is FREE. Call us to schedule: (695) 728-4799.,sent,2024-01-10 13:00:00,2024-01-10 13:00:00
TXT000415,DLR005,CUS01531,CALL005714,outbound,"Hi James, your 2021 Honda is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-05 17:00:00,2024-01-05 17:00:00
TXT000416,DLR005,CUS01165,CALL010334,outbound,"Hi Anthony, your 2022 BMW is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-03 08:00:00,2024-01-03 08:00:00
TXT000417,DLR003,CUS01208,CALL004396,outbound,"Hi Jessica, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",delivered,2024-01-16 08:00:00,2024-01-16 08:00:00
TXT000418,DLR002,CUS01852,,outbound,Hi Lauren! Your 2020 Honda is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-19 13:00:00,2024-01-19 13:00:00
TXT000419,DLR003,CUS01169,CALL009319,outbound,Lakeland Ford: Parts for your 2021 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-26 09:00:00,2024-01-26 09:00:00
TXT000420,DLR001,CUS00094,,outbound,"Hi Ashley, your 2020 Honda is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",delivered,2024-01-11 13:00:00,2024-01-11 13:00:00
TXT000421,DLR001,CUS01569,,outbound,Hi William! Your 2020 Chevrolet is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-13 09:00:00,2024-01-13 09:00:00
TXT000422,DLR005,CUS00071,CALL000042,outbound,Coastal BMW: Your 2019 Honda has an open recall. The repair is FREE. Call us to schedule: (238) 713-2672.,delivered,2024-01-28 08:00:00,2024-01-28 08:00:00
TXT000423,DLR002,CUS01532,,outbound,Bay Area Honda: Your 2022 BMW has an open recall. The repair is FREE. Call us to schedule: (842) 483-7073.,delivered,2024-01-20 13:00:00,2024-01-20 13:00:00
TXT000424,DLR003,CUS01189,,outbound,Lakeland Ford: Your 2021 BMW has an open recall. The repair is FREE. Call us to schedule: (941) 378-4861.,sent,2024-01-20 12:00:00,2024-01-20 12:00:00
TXT000425,DLR001,CUS01307,,inbound,"Hi Brian, this is a courtesy reminder about your lease maturity. Contact Sunshine Toyota to discuss your options.",failed,2024-01-23 11:00:00,2024-01-23 11:00:00
TXT000426,DLR002,CUS00043,CALL014457,outbound,Bay Area Honda: Your 2020 Honda has an open recall. The repair is FREE. Call us to schedule: (395) 274-5389.,delivered,2024-01-09 13:00:00,2024-01-09 13:00:00
TXT000427,DLR005,CUS01066,,outbound,Coastal BMW: Your 2021 Toyota has an open recall. The repair is FREE. Call us to schedule: (410) 238-4298.,failed,2024-01-07 20:00:00,2024-01-07 20:00:00
TXT000428,DLR004,CUS00245,,outbound,Hi Robert! Your 2022 Chevrolet is ready for pickup at Gulf Coast Chevrolet. Please call us at your convenience.,sent,2024-01-24 18:00:00,2024-01-24 18:00:00
TXT000429,DLR005,CUS00500,CALL013898,outbound,"Hi Heather, your 2022 BMW is due for an oil change. Book online or call Coastal BMW. Reply STOP to opt out.",delivered,2024-01-28 18:00:00,2024-01-28 18:00:00
TXT000430,DLR005,CUS01979,CALL002742,outbound,Thank you for visiting Coastal BMW! We hope your service experience was excellent. Reply with any feedback.,sent,2024-01-23 10:00:00,2024-01-23 10:00:00
TXT000431,DLR001,CUS00998,CALL008808,outbound,"Hi Jessica, this is Sunshine Toyota. Your 2021 Chevrolet appointment is confirmed for January 30. Reply STOP to opt out.",delivered,2024-01-29 17:00:00,2024-01-29 17:00:00
TXT000432,DLR005,CUS00146,,outbound,Coastal BMW: Parts for your 2022 Toyota have arrived. Call us to schedule your repair appointment.,delivered,2024-01-28 19:00:00,2024-01-28 19:00:00
TXT000433,DLR001,CUS00169,,outbound,Sunshine Toyota: Parts for your 2019 Ford have arrived. Call us to schedule your repair appointment.,sent,2024-01-21 08:00:00,2024-01-21 08:00:00
TXT000434,DLR005,CUS01547,,outbound,"Hi Brian, this is Coastal BMW. Your 2021 Chevrolet appointment is confirmed for January 11. Reply STOP to opt out.",delivered,2024-01-06 12:00:00,2024-01-06 12:00:00
TXT000435,DLR003,CUS00029,,outbound,"Hi Steven, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",sent,2024-01-28 19:00:00,2024-01-28 19:00:00
TXT000436,DLR005,CUS01100,,outbound,Thank you for visiting Coastal BMW! We hope your service experience was excellent. Reply with any feedback.,failed,2024-01-06 18:00:00,2024-01-06 18:00:00
TXT000437,DLR001,CUS01342,,outbound,"Hi Lauren, your 2021 Toyota is due for an oil change. Book online or call Sunshine Toyota. Reply STOP to opt out.",received,2024-01-01 13:00:00,2024-01-01 13:00:00
TXT000438,DLR002,CUS01587,CALL009919,outbound,Hi Mark! Your 2022 BMW is ready for pickup at Bay Area Honda. Please call us at your convenience.,delivered,2024-01-25 17:00:00,2024-01-25 17:00:00
TXT000439,DLR005,CUS00083,CALL008872,outbound,Hi Daniel! Your 2021 Ford is ready for pickup at Coastal BMW. Please call us at your convenience.,failed,2024-01-30 12:00:00,2024-01-30 12:00:00
TXT000440,DLR003,CUS01697,,outbound,"Hi Brian, this is Lakeland Ford. Your 2022 Toyota appointment is confirmed for January 11. Reply STOP to opt out.",delivered,2024-01-07 13:00:00,2024-01-07 13:00:00
TXT000441,DLR001,CUS01560,CALL014579,outbound,Hi Crystal! Your 2020 Chevrolet is ready for pickup at Sunshine Toyota. Please call us at your convenience.,delivered,2024-01-20 18:00:00,2024-01-20 18:00:00
TXT000442,DLR003,CUS01776,CALL000008,outbound,Thank you for visiting Lakeland Ford! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-10 18:00:00,2024-01-10 18:00:00
TXT000443,DLR001,CUS00305,,outbound,"Hi Robert, this is a courtesy reminder about your lease maturity. Contact Sunshine Toyota to discuss your options.",delivered,2024-01-27 20:00:00,2024-01-27 20:00:00
TXT000444,DLR002,CUS00336,CALL005042,outbound,Hi Jennifer! Your 2020 Ford is ready for pickup at Bay Area Honda. Please call us at your convenience.,sent,2024-01-12 20:00:00,2024-01-12 20:00:00
TXT000445,DLR005,CUS01581,,outbound,"Hi Eric, this is Coastal BMW. Your 2021 Toyota appointment is confirmed for January 15. Reply STOP to opt out.",delivered,2024-01-12 18:00:00,2024-01-12 18:00:00
TXT000446,DLR004,CUS00489,CALL003529,inbound,"Hi William, this is a courtesy reminder about your lease maturity. Contact Gulf Coast Chevrolet to discuss your options.",delivered,2024-01-18 09:00:00,2024-01-18 09:00:00
TXT000447,DLR003,CUS00825,,outbound,Reminder: Your service appointment at Lakeland Ford is tomorrow at 2:30 PM. See you then!,delivered,2024-01-23 11:00:00,2024-01-23 11:00:00
TXT000448,DLR003,CUS01104,CALL010377,outbound,Hi Brittany! Your 2019 Ford is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-02 09:00:00,2024-01-02 09:00:00
TXT000449,DLR001,CUS01405,CALL006511,outbound,Sunshine Toyota: Parts for your 2021 BMW have arrived. Call us to schedule your repair appointment.,delivered,2024-01-06 18:00:00,2024-01-06 18:00:00
TXT000450,DLR003,CUS00316,CALL009587,outbound,"Hi Amanda, this is a courtesy reminder about your lease maturity. Contact Lakeland Ford to discuss your options.",received,2024-01-24 16:00:00,2024-01-24 16:00:00
TXT000451,DLR003,CUS00203,CALL008240,inbound,Lakeland Ford: Your 2020 Chevrolet has an open recall. The repair is FREE. Call us to schedule: (889) 466-6451.,delivered,2024-01-08 11:00:00,2024-01-08 11:00:00
TXT000452,DLR001,CUS00598,,outbound,Thank you for visiting Sunshine Toyota! We hope your service experience was excellent. Reply with any feedback.,delivered,2024-01-23 17:00:00,2024-01-23 17:00:00
TXT000453,DLR005,CUS00781,CALL004831,outbound,Coastal BMW: Your 2021 BMW has an open recall. The repair is FREE. Call us to schedule: (992) 992-8004.,failed,2024-01-14 11:00:00,2024-01-14 11:00:00
TXT000454,DLR004,CUS01731,CALL011636,outbound,"Hi Eric, this is Gulf Coast Chevrolet. Your 2022 BMW appointment is confirmed for January 17. Reply STOP to opt out.",sent,2024-01-11 10:00:00,2024-01-11 10:00:00
TXT000455,DLR003,CUS01734,,outbound,"Hi Brittany, this is Lakeland Ford. Your 2021 BMW appointment is confirmed for January 10. Reply STOP to opt out.",failed,2024-01-09 17:00:00,2024-01-09 17:00:00
TXT000456,DLR001,CUS01712,CALL007179,outbound,Reminder: Your service appointment at Sunshine Toyota is tomorrow at 2:30 PM. See you then!,delivered,2024-01-19 14:00:00,2024-01-19 14:00:00
TXT000457,DLR002,CUS01318,,outbound,"Hi Danielle, this is a courtesy reminder about your lease maturity. Contact Bay Area Honda to discuss your options.",delivered,2024-01-17 14:00:00,2024-01-17 14:00:00
TXT000458,DLR003,CUS01355,CALL014112,outbound,Hi Robert! Your 2021 Chevrolet is ready for pickup at Lakeland Ford. Please call us at your convenience.,delivered,2024-01-23 20:00:00,2024-01-23 20:00:00
TXT000459,DLR001,CUS00582,,outbound,Sunshine Toyota: Parts for your 2022 Honda have arrived. Call us to schedule your repair appointment.,delivered,2024-01-22 14:00:00,2024-01-22 14:00:00
TXT000460,DLR002,CUS00805,CALL002394,outbound,Bay Area Honda: Your 2022 Honda has an open recall. The repair is FREE. Call us to schedule: (631) 685-9923.,sent,2024-01-18 12:00:00,2024-01-18 12:00:00
TXT000461,DLR005,CUS00663,CALL000919,outbound,Reminder: Your service appointment at Coastal BMW is tomorrow at 2:00 PM. See you then!,delivered,2024-01-28 10:00:00,2024-01-28 10:00:00
