ENRICHMENT_ID,CALL_ID,SENTIMENT_SCORE,SENTIMENT_LABEL,CALL_SUMMARY,DISPOSITION_CLASS,FOLLOW_UP_ACTION,CUSTOMER_OBJECTIONS,APPOINTMENT_DATE_EXTRACTED,MODEL_VERSION,PROCESSED_AT,CREATED_AT
ENR002812,CALL002812,0.032,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-01-27,cortex-llm-v1.2,2024-01-26 13:06:12,2024-01-26 12:48:12
ENR002813,CALL002813,0.394,positive,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 12.,sales_appointment,Mark as do-not-call and update CRM,,2024-01-12,cortex-llm-v1.2,2024-01-11 17:01:42,2024-01-11 16:40:42
ENR002814,CALL002814,0.373,positive,Agent notified the customer of an open safety recall on their 2022 BMW F-150 and scheduled a free recall repair on February 02.,service_appointment,Send service coupon via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-30 14:20:26,2024-01-30 14:05:26
ENR002815,CALL002815,0.114,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,Just had service done,,cortex-llm-v1.2,2024-01-15 14:52:15,2024-01-15 14:41:15
ENR002816,CALL002816,0.182,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Just had service done,,cortex-llm-v1.2,2024-01-20 11:19:49,2024-01-20 10:53:49
ENR002817,CALL002817,0.048,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,Not ready to commit,,cortex-llm-v1.2,2024-01-22 10:47:52,2024-01-22 10:45:52
ENR002818,CALL002818,0.456,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-21,cortex-llm-v1.2,2024-01-16 15:01:50,2024-01-16 14:51:50
ENR002819,CALL002819,0.224,neutral,Agent reminded the customer about their overdue oil change for their 2019 Ford 3 Series and scheduled service on January 10.,service_appointment,Transfer to sales team,Too busy right now,,cortex-llm-v1.2,2024-01-06 11:49:50,2024-01-06 11:39:50
ENR002820,CALL002820,0.795,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-14 08:54:49,2024-01-14 08:33:49
ENR002821,CALL002821,0.33,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-07 13:14:21,2024-01-07 13:06:21
ENR002822,CALL002822,0.353,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Log callback for 2 weeks,Too expensive,,cortex-llm-v1.2,2024-01-03 15:26:15,2024-01-03 15:08:15
ENR002823,CALL002823,0.748,positive,Agent notified the customer of an open safety recall on their 2022 BMW F-150 and scheduled a free recall repair on January 17.,service_appointment,Log callback for 2 weeks,,2024-01-17,cortex-llm-v1.2,2024-01-12 10:14:25,2024-01-12 09:46:25
ENR002824,CALL002824,0.356,positive,Agent reminded the customer about their overdue oil change for their 2021 Toyota Camry and scheduled service on January 16.,service_appointment,Add to retention campaign,,2024-01-16,cortex-llm-v1.2,2024-01-15 07:53:32,2024-01-15 07:41:32
ENR002825,CALL002825,0.6,positive,Agent discussed lease maturity options with the customer regarding their 2022 Ford and scheduled a sales consultation on January 31.,sales_appointment,Transfer to sales team,,2024-01-31,cortex-llm-v1.2,2024-01-23 15:51:53,2024-01-23 15:30:53
ENR002826,CALL002826,0.165,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-18 11:56:23,2024-01-18 11:51:23
ENR002827,CALL002827,0.316,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-02-04,cortex-llm-v1.2,2024-01-27 19:20:05,2024-01-27 19:11:05
ENR002828,CALL002828,0.362,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-01-12,cortex-llm-v1.2,2024-01-10 18:04:49,2024-01-10 17:48:49
ENR002829,CALL002829,-0.174,neutral,Agent reminded the customer about their overdue oil change for their 2022 Toyota Equinox and scheduled service on February 01.,service_appointment,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-24 14:38:59,2024-01-24 14:28:59
ENR002830,CALL002830,0.027,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Not ready to commit,,cortex-llm-v1.2,2024-01-18 14:26:37,2024-01-18 14:13:37
ENR002831,CALL002831,0.408,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,No follow-up needed — appointment confirmed,Too busy right now,,cortex-llm-v1.2,2024-01-19 16:01:34,2024-01-19 15:31:34
ENR002832,CALL002832,0.072,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-27 14:56:50,2024-01-27 14:41:50
ENR002833,CALL002833,0.089,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-07 14:21:20,2024-01-07 14:18:20
ENR002834,CALL002834,-0.037,neutral,Agent discussed lease maturity options with the customer regarding their 2021 Ford and scheduled a sales consultation on January 06.,sales_appointment,Send recall information via email,,2024-01-06,cortex-llm-v1.2,2024-01-02 10:21:35,2024-01-02 10:15:35
ENR002835,CALL002835,0.188,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Transfer to sales team,,2024-01-13,cortex-llm-v1.2,2024-01-11 10:38:27,2024-01-11 10:35:27
ENR002836,CALL002836,0.057,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-11 15:24:02,2024-01-11 15:00:02
ENR002837,CALL002837,0.388,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Already have a mechanic,,cortex-llm-v1.2,2024-01-21 10:25:43,2024-01-21 10:07:43
ENR002838,CALL002838,0.433,positive,Agent notified the customer of an open safety recall on their 2022 Ford Equinox and scheduled a free recall repair on January 17.,service_appointment,Send service coupon via email,,2024-01-17,cortex-llm-v1.2,2024-01-12 17:03:54,2024-01-12 16:37:54
ENR002839,CALL002839,0.709,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-12 16:22:01,2024-01-12 16:21:01
ENR002840,CALL002840,0.374,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-21 19:04:12,2024-01-21 18:41:12
ENR002841,CALL002841,0.093,neutral,Agent reminded the customer about their overdue oil change for their 2019 Honda F-150 and scheduled service on January 09.,service_appointment,Log callback for 2 weeks,Too expensive,,cortex-llm-v1.2,2024-01-08 15:24:14,2024-01-08 15:05:14
ENR002842,CALL002842,0.133,neutral,Agent successfully scheduled a Battery Replacement appointment for the customer's 2019 Chevrolet 3 Series on January 13.,service_appointment,Escalate to service manager,,,cortex-llm-v1.2,2024-01-06 13:39:13,2024-01-06 13:29:13
ENR002843,CALL002843,0.287,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,,,cortex-llm-v1.2,2024-01-17 17:12:45,2024-01-17 17:04:45
ENR002844,CALL002844,0.123,neutral,Agent reminded the customer about their overdue oil change for their 2019 Honda Accord and scheduled service on February 03.,service_appointment,Send recall information via email,,,cortex-llm-v1.2,2024-01-30 16:16:28,2024-01-30 15:51:28
ENR002845,CALL002845,0.007,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-28 10:00:24,2024-01-28 09:41:24
ENR002846,CALL002846,-0.076,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-11 12:01:57,2024-01-11 11:38:57
ENR002847,CALL002847,0.254,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,,,cortex-llm-v1.2,2024-01-26 09:20:14,2024-01-26 09:16:14
ENR002848,CALL002848,-0.233,neutral,Agent successfully scheduled a Air Filter Replacement appointment for the customer's 2019 Honda 3 Series on February 04.,service_appointment,Send service coupon via email,,,cortex-llm-v1.2,2024-01-25 14:41:48,2024-01-25 14:35:48
ENR002849,CALL002849,0.388,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too busy right now,,cortex-llm-v1.2,2024-01-04 14:29:31,2024-01-04 14:22:31
ENR002850,CALL002850,0.36,positive,Agent notified the customer of an open safety recall on their 2022 BMW Equinox and scheduled a free recall repair on January 25.,service_appointment,Send service coupon via email,,2024-01-25,cortex-llm-v1.2,2024-01-15 10:24:36,2024-01-15 10:22:36
ENR002851,CALL002851,0.305,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,,,cortex-llm-v1.2,2024-01-02 14:38:51,2024-01-02 14:13:51
ENR002852,CALL002852,0.414,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send recall information via email,,2024-01-27,cortex-llm-v1.2,2024-01-23 14:23:35,2024-01-23 14:08:35
ENR002853,CALL002853,0.24,neutral,Agent discussed lease maturity options with the customer regarding their 2019 BMW and scheduled a sales consultation on January 28.,sales_appointment,Add to retention campaign,Already have a mechanic,,cortex-llm-v1.2,2024-01-23 08:41:19,2024-01-23 08:20:19
ENR002854,CALL002854,-0.172,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-10 16:47:27,2024-01-10 16:32:27
ENR002855,CALL002855,0.51,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,Just had service done,,cortex-llm-v1.2,2024-01-07 15:39:31,2024-01-07 15:19:31
ENR002856,CALL002856,0.366,positive,Agent notified the customer of an open safety recall on their 2022 Toyota Accord and scheduled a free recall repair on January 19.,service_appointment,Escalate to service manager,,2024-01-19,cortex-llm-v1.2,2024-01-17 16:58:41,2024-01-17 16:50:41
ENR002857,CALL002857,0.544,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-23 09:44:51,2024-01-23 09:25:51
ENR002858,CALL002858,0.525,positive,Agent notified the customer of an open safety recall on their 2020 Toyota Accord and scheduled a free recall repair on January 20.,service_appointment,Mark as do-not-call and update CRM,,2024-01-20,cortex-llm-v1.2,2024-01-16 14:20:55,2024-01-16 14:14:55
ENR002859,CALL002859,-0.252,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-01 17:32:22,2024-01-01 17:30:22
ENR002860,CALL002860,0.312,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Log callback for 2 weeks,Not ready to commit,,cortex-llm-v1.2,2024-01-14 10:34:34,2024-01-14 10:26:34
ENR002861,CALL002861,0.484,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Not ready to commit,,cortex-llm-v1.2,2024-01-08 15:08:31,2024-01-08 14:40:31
ENR002862,CALL002862,0.227,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Transfer to sales team,,2024-01-30,cortex-llm-v1.2,2024-01-20 15:37:54,2024-01-20 15:24:54
ENR002863,CALL002863,0.728,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-21 18:16:11,2024-01-21 17:58:11
ENR002864,CALL002864,0.387,positive,Agent reminded the customer about their overdue oil change for their 2021 BMW Camry and scheduled service on January 13.,service_appointment,Log callback for 2 weeks,,2024-01-13,cortex-llm-v1.2,2024-01-05 12:05:51,2024-01-05 11:49:51
ENR002865,CALL002865,0.003,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Already have a mechanic,,cortex-llm-v1.2,2024-01-30 11:45:03,2024-01-30 11:16:03
ENR002866,CALL002866,0.127,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Add to retention campaign,Not ready to commit,,cortex-llm-v1.2,2024-01-16 15:56:41,2024-01-16 15:32:41
ENR002867,CALL002867,0.121,neutral,Agent notified the customer of an open safety recall on their 2020 Ford 3 Series and scheduled a free recall repair on January 23.,service_appointment,Send recall information via email,,2024-01-23,cortex-llm-v1.2,2024-01-22 10:31:24,2024-01-22 10:27:24
ENR002868,CALL002868,0.269,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-23 15:45:46,2024-01-23 15:23:46
ENR002869,CALL002869,0.563,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-01-20,cortex-llm-v1.2,2024-01-19 19:18:25,2024-01-19 18:57:25
ENR002870,CALL002870,-0.268,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-02-01,cortex-llm-v1.2,2024-01-27 13:10:02,2024-01-27 12:47:02
ENR002871,CALL002871,0.061,neutral,Agent reminded the customer about their overdue oil change for their 2021 Chevrolet 3 Series and scheduled service on January 13.,service_appointment,Send appointment confirmation text,,2024-01-13,cortex-llm-v1.2,2024-01-07 14:26:02,2024-01-07 14:22:02
ENR002872,CALL002872,0.499,positive,Agent discussed lease maturity options with the customer regarding their 2022 Honda and scheduled a sales consultation on February 06.,sales_appointment,Escalate to service manager,,2024-02-06,cortex-llm-v1.2,2024-01-27 16:53:04,2024-01-27 16:50:04
ENR002873,CALL002873,0.495,positive,Agent successfully scheduled a Battery Replacement appointment for the customer's 2019 Ford 3 Series on January 23.,service_appointment,Mark as do-not-call and update CRM,Too busy right now,,cortex-llm-v1.2,2024-01-15 08:34:06,2024-01-15 08:13:06
ENR002874,CALL002874,0.342,positive,Agent successfully scheduled a Tire Purchase appointment for the customer's 2021 BMW 3 Series on January 23.,service_appointment,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-22 10:42:29,2024-01-22 10:38:29
ENR002875,CALL002875,0.777,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Transfer to sales team,,2024-01-27,cortex-llm-v1.2,2024-01-19 09:52:59,2024-01-19 09:27:59
ENR002876,CALL002876,0.477,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-30 14:34:58,2024-01-30 14:30:58
ENR002877,CALL002877,0.085,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,,,cortex-llm-v1.2,2024-01-26 10:24:55,2024-01-26 10:21:55
ENR002878,CALL002878,0.059,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Send service coupon via email,,2024-01-29,cortex-llm-v1.2,2024-01-27 17:37:47,2024-01-27 17:23:47
ENR002879,CALL002879,-0.248,neutral,Agent successfully scheduled a Coolant Flush appointment for the customer's 2019 Toyota Equinox on January 15.,service_appointment,Send service coupon via email,,2024-01-15,cortex-llm-v1.2,2024-01-13 16:13:25,2024-01-13 16:00:25
ENR002880,CALL002880,0.039,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-11 11:57:06,2024-01-11 11:29:06
ENR002881,CALL002881,-0.161,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Schedule follow-up call for next week,Not ready to commit,,cortex-llm-v1.2,2024-01-12 09:25:28,2024-01-12 09:13:28
ENR002882,CALL002882,0.399,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-17 12:59:58,2024-01-17 12:55:58
ENR002883,CALL002883,0.776,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Transfer to sales team,,,cortex-llm-v1.2,2024-01-02 10:54:45,2024-01-02 10:37:45
ENR002884,CALL002884,0.338,positive,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-16 12:05:07,2024-01-16 11:53:07
ENR002885,CALL002885,0.089,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Log callback for 2 weeks,,,cortex-llm-v1.2,2024-01-29 11:21:18,2024-01-29 11:16:18
ENR002886,CALL002886,-0.054,neutral,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Escalate to service manager,,2024-01-27,cortex-llm-v1.2,2024-01-20 14:42:08,2024-01-20 14:37:08
ENR002887,CALL002887,0.13,neutral,Agent notified the customer of an open safety recall on their 2019 Honda Camry and scheduled a free recall repair on January 10.,service_appointment,No follow-up needed — appointment confirmed,,2024-01-10,cortex-llm-v1.2,2024-01-02 19:12:24,2024-01-02 18:52:24
ENR002888,CALL002888,0.13,neutral,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Add to retention campaign,,,cortex-llm-v1.2,2024-01-16 15:39:01,2024-01-16 15:28:01
ENR002889,CALL002889,0.758,positive,Agent successfully scheduled a Multi-Point Inspection appointment for the customer's 2021 Honda Camry on January 20.,service_appointment,Send appointment confirmation text,Just had service done,,cortex-llm-v1.2,2024-01-11 15:29:11,2024-01-11 15:01:11
ENR002890,CALL002890,0.372,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-26 14:57:23,2024-01-26 14:40:23
ENR002891,CALL002891,0.347,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Mark as do-not-call and update CRM,Not ready to commit,,cortex-llm-v1.2,2024-01-01 17:03:15,2024-01-01 16:57:15
ENR002892,CALL002892,0.358,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Already have a mechanic,,cortex-llm-v1.2,2024-01-09 10:54:14,2024-01-09 10:37:14
ENR002893,CALL002893,0.386,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Mark as do-not-call and update CRM,,2024-01-30,cortex-llm-v1.2,2024-01-28 18:16:16,2024-01-28 17:54:16
ENR002894,CALL002894,-0.116,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Already have a mechanic,,cortex-llm-v1.2,2024-01-13 14:24:51,2024-01-13 14:10:51
ENR002895,CALL002895,0.391,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Escalate to service manager,Too expensive,,cortex-llm-v1.2,2024-01-02 16:36:55,2024-01-02 16:22:55
ENR002896,CALL002896,0.397,positive,Agent notified the customer of an open safety recall on their 2021 BMW Accord and scheduled a free recall repair on January 07.,service_appointment,Mark as do-not-call and update CRM,Just had service done,,cortex-llm-v1.2,2024-01-05 14:34:00,2024-01-05 14:19:00
ENR002897,CALL002897,-0.214,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Too busy right now,,cortex-llm-v1.2,2024-01-26 10:42:27,2024-01-26 10:25:27
ENR002898,CALL002898,0.388,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Just had service done,,cortex-llm-v1.2,2024-01-03 14:16:21,2024-01-03 13:54:21
ENR002899,CALL002899,0.774,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send service coupon via email,Too expensive,,cortex-llm-v1.2,2024-01-23 17:20:41,2024-01-23 17:11:41
ENR002900,CALL002900,-0.059,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-21 10:50:34,2024-01-21 10:26:34
ENR002901,CALL002901,0.487,positive,Agent successfully scheduled a Fuel System Service appointment for the customer's 2022 Toyota Accord on January 18.,service_appointment,Transfer to sales team,,2024-01-18,cortex-llm-v1.2,2024-01-17 11:15:22,2024-01-17 11:02:22
ENR002902,CALL002902,0.514,positive,Agent successfully scheduled a Brake Pad Replacement appointment for the customer's 2022 Ford Equinox on January 17.,service_appointment,Schedule follow-up call for next week,,2024-01-17,cortex-llm-v1.2,2024-01-14 18:39:14,2024-01-14 18:38:14
ENR002903,CALL002903,0.636,positive,Agent notified the customer of an open safety recall on their 2020 Ford Accord and scheduled a free recall repair on January 11.,service_appointment,Add to retention campaign,,,cortex-llm-v1.2,2024-01-01 13:13:28,2024-01-01 13:11:28
ENR002904,CALL002904,-0.01,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-15 16:18:23,2024-01-15 16:05:23
ENR002905,CALL002905,0.254,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-07 10:14:46,2024-01-07 10:04:46
ENR002906,CALL002906,0.483,positive,Agent discussed lease maturity options with the customer regarding their 2021 Chevrolet and scheduled a sales consultation on January 24.,sales_appointment,Add to retention campaign,,2024-01-24,cortex-llm-v1.2,2024-01-22 09:20:18,2024-01-22 09:02:18
ENR002907,CALL002907,0.21,neutral,Agent discussed lease maturity options with the customer regarding their 2019 Toyota and scheduled a sales consultation on January 18.,sales_appointment,Escalate to service manager,,2024-01-18,cortex-llm-v1.2,2024-01-13 12:42:21,2024-01-13 12:33:21
ENR002908,CALL002908,0.692,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Schedule follow-up call for next week,,2024-01-19,cortex-llm-v1.2,2024-01-13 10:53:37,2024-01-13 10:25:37
ENR002909,CALL002909,0.395,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Escalate to service manager,,,cortex-llm-v1.2,2024-01-16 11:12:16,2024-01-16 10:54:16
ENR002910,CALL002910,0.35,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Schedule follow-up call for next week,Just had service done,,cortex-llm-v1.2,2024-01-25 13:33:50,2024-01-25 13:17:50
ENR002911,CALL002911,0.003,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Add to retention campaign,,,cortex-llm-v1.2,2024-01-21 14:20:49,2024-01-21 14:00:49
ENR002912,CALL002912,-0.088,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send appointment confirmation text,Too busy right now,,cortex-llm-v1.2,2024-01-29 14:22:04,2024-01-29 14:04:04
ENR002913,CALL002913,0.538,positive,Agent notified the customer of an open safety recall on their 2021 Toyota Camry and scheduled a free recall repair on January 12.,service_appointment,Escalate to service manager,,2024-01-12,cortex-llm-v1.2,2024-01-11 15:21:21,2024-01-11 15:18:21
ENR002914,CALL002914,0.295,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Log callback for 2 weeks,Already have a mechanic,,cortex-llm-v1.2,2024-01-09 11:03:11,2024-01-09 10:38:11
ENR002915,CALL002915,0.779,positive,Agent successfully scheduled a Wiper Blade Replacement appointment for the customer's 2019 BMW 3 Series on January 16.,service_appointment,Send recall information via email,,2024-01-16,cortex-llm-v1.2,2024-01-13 10:06:49,2024-01-13 09:53:49
ENR002916,CALL002916,0.416,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Add to retention campaign,Too expensive,,cortex-llm-v1.2,2024-01-25 09:50:13,2024-01-25 09:26:13
ENR002917,CALL002917,-0.252,neutral,Agent notified the customer of an open safety recall on their 2022 Honda Camry and scheduled a free recall repair on January 25.,service_appointment,Send appointment confirmation text,,,cortex-llm-v1.2,2024-01-20 14:49:13,2024-01-20 14:25:13
ENR002918,CALL002918,0.03,neutral,Agent took a callback message for the customer as their service advisor was unavailable.,callback_request,Send service coupon via email,Not ready to commit,,cortex-llm-v1.2,2024-01-07 09:09:14,2024-01-07 08:54:14
ENR002919,CALL002919,0.011,neutral,Agent notified the customer of an open safety recall on their 2019 Honda Accord and scheduled a free recall repair on February 03.,service_appointment,Log callback for 2 weeks,,2024-02-03,cortex-llm-v1.2,2024-01-27 16:36:50,2024-01-27 16:11:50
ENR002920,CALL002920,0.092,neutral,Agent successfully scheduled a Air Filter Replacement appointment for the customer's 2019 BMW 3 Series on January 10.,service_appointment,Send recall information via email,,2024-01-10,cortex-llm-v1.2,2024-01-06 11:17:24,2024-01-06 11:09:24
ENR002921,CALL002921,0.239,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Mark as do-not-call and update CRM,,,cortex-llm-v1.2,2024-01-14 12:04:18,2024-01-14 11:41:18
ENR002922,CALL002922,0.344,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send recall information via email,Too expensive,,cortex-llm-v1.2,2024-01-09 12:44:32,2024-01-09 12:19:32
ENR002923,CALL002923,0.561,positive,Agent completed a CSI follow-up call with the customer after their recent service visit. Customer gave positive feedback.,information_only,Log callback for 2 weeks,,2024-01-25,cortex-llm-v1.2,2024-01-17 10:39:36,2024-01-17 10:20:36
ENR002924,CALL002924,-0.063,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,No follow-up needed — appointment confirmed,,,cortex-llm-v1.2,2024-01-24 16:20:08,2024-01-24 16:19:08
ENR002925,CALL002925,0.032,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Already have a mechanic,,cortex-llm-v1.2,2024-01-04 15:51:06,2024-01-04 15:43:06
ENR002926,CALL002926,0.144,neutral,Agent reminded the customer about their overdue oil change for their 2019 Ford Equinox and scheduled service on January 07.,service_appointment,Send recall information via email,,2024-01-07,cortex-llm-v1.2,2024-01-03 09:53:29,2024-01-03 09:51:29
ENR002927,CALL002927,0.238,neutral,Agent successfully scheduled a Multi-Point Inspection appointment for the customer's 2022 Toyota Camry on January 22.,service_appointment,Escalate to service manager,,2024-01-22,cortex-llm-v1.2,2024-01-21 18:49:10,2024-01-21 18:26:10
ENR002928,CALL002928,0.192,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-12 10:00:40,2024-01-12 09:32:40
ENR002929,CALL002929,0.426,positive,Agent handled a wait-time complaint from the customer. Escalated to service manager and offered complimentary service credit.,complaint,Send recall information via email,,,cortex-llm-v1.2,2024-01-20 12:31:28,2024-01-20 12:02:28
ENR002930,CALL002930,0.089,neutral,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Send appointment confirmation text,Not ready to commit,,cortex-llm-v1.2,2024-01-27 11:58:00,2024-01-27 11:33:00
ENR002931,CALL002931,0.718,positive,Customer the customer declined to schedule at this time and requested a callback in two weeks.,callback_request,Add to retention campaign,Just had service done,,cortex-llm-v1.2,2024-01-16 15:29:45,2024-01-16 15:11:45
